elapsed_time,x,y,z,roll,pitch,yaw,x_speed,y_speed,z_speed,roll_speed,pitch_speed,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,-0.6211295714361315,0.2788044586393874,1.0188164277471108,-0.0010693363408098957,0.008704284534825232,-0.0021562109044778936,-0.06053958022779763,0.0509440817097362,0.0013409644848978457,0.052860832748897205,-0.11036922273253882,-0.11860925151590546,40,0,0,0
0.04,-0.6236089427843149,0.28078395886589846,1.0189991943982397,0.0008198986206575274,0.0027900895423693534,-0.006527321939083476,-0.04848684322249113,0.03485182665553724,-0.006379840667942813,-0.03090857597891098,0.037177162385022534,0.013537239718771516,40,0,0,0
0.08,-0.625610218589239,0.28224146489843244,1.0187198028685462,0.00022993985156568014,0.0022835193318155866,-0.006523061751469825,-0.049984986315191104,0.035551316083777255,-0.007799324897237166,-0.015458962926378238,-0.0019085322737532845,-0.009911739757088416,40,0,0,0
0.12,-0.6274335749809709,0.28353632635162485,1.0184414564576183,-0.001608428650809829,-0.008056549139610486,-0.009108695214249672,-0.04434308674453341,0.03089700491141537,-0.011690786473774252,0.0691659767219424,-0.04310947428766185,0.18514196652608303,40,0,0,0
0.16,-0.6287331789071582,0.2845995624275756,1.0181043204002762,0.0016647830898006309,-0.021590577770007682,0.0028165577660122366,-0.0523725639030668,0.04211630263306864,0.0061682324831224605,0.011599123133357219,-0.503143574067522,-0.12209045745558154,40,0,0,0
0.20,-0.6305196189557946,0.28638251063336584,1.0184096777992009,-0.0010267024891852774,-0.04841765705886862,-0.005275037732493477,-0.02871896889505295,0.02536641724754341,-0.010024698152122827,0.022192579839373745,-0.36958830958726163,0.20751179356319496,40,0,0,0
0.24,-0.6306929298910303,0.28757295280950257,1.0181951506197537,-0.0009478188561422964,-0.06099633364736287,0.0028809980727040117,-0.02320214254172475,0.03260697348590576,5.30302921546588e-05,-0.059341268582999616,-0.49936322876235995,0.0023475605890091334,40,0,0,0
0.28,-0.6303663463463998,0.28921667288467484,1.018552089670598,-0.0017476554754390196,-0.07986813318531263,-0.0036359867540764787,0.0024751718876216294,0.03389848246800687,-0.001369528067923004,-0.042657498189330637,-0.37169973477706975,0.004891360240518964,40,0,0,0
0.32,-0.628537963449602,0.29068322586200346,1.0186510164084812,-0.0009224808193962044,-0.08843398431279006,-0.0028013976778948776,0.01790478886235328,0.04880874157002789,0.012240929683630488,0.09143977670513673,-0.470121226544773,-0.1349249753513281,40,0,0,0
0.36,-0.6248222424542029,0.29172354519181204,1.0183214152233575,0.002064733601881935,-0.09001624280404502,0.004326256533784916,0.0765903912824151,0.022564267719802803,-0.008089524362699167,-0.0604029825638394,-0.050301500146168125,0.11565246577005385,40,0,0,0
0.40,-0.6204051317718425,0.29351249700775844,1.0186981829401878,0.0011442111508672302,-0.09819603005158306,-0.002103549196607665,0.09057618359239569,0.04806081764224498,0.010647162318204877,0.04137511914858176,-0.2290059035660376,-0.10221572095831588,40,0,0,0
0.44,-0.6136859794622498,0.29451801758034923,1.0184349710734348,0.0014628844403980655,-0.09560490866540844,0.004090678607081939,0.1518841899450965,0.03478048481910373,-0.0001819600042322571,-0.00805081012007876,-0.05334487457674114,0.005722625785254621,40,0,0,0
0.48,-0.6061367219078166,0.2962253662203203,1.0188199750461704,0.0010306555336667298,-0.10132088638860604,-0.0013731445083835835,0.16236744915384968,0.032599786440519724,0.0010712744871904788,-0.0037664050379191258,-0.03355741424282134,0.01757238982467507,40,0,0,0
0.52,-0.5967129791386679,0.29750352274137554,1.0189351266486595,0.002773006267177541,-0.10240313146506294,-0.0012620694560288286,0.2292955638924787,0.02466975368712478,-0.007561630444352934,0.020318088550692222,0.11651177307168167,0.14837697158557386,40,0,0,0
0.56,-0.5856964336053396,0.2987446070789788,1.018850174328863,-8.969951901675616e-05,-0.10190824536564158,-0.0018020674615114125,0.24985402313429125,0.03177781762420296,0.0020997477925411004,0.01929233115678168,-0.004480910651523088,0.011710785977149682,40,0,0,0
0.60,-0.5728810645215742,0.29975193013553814,1.0186017147537811,0.0015043539579015662,-0.09760917015201603,0.005206318299236918,0.3009297119640156,0.033546307480560214,0.0007270994753484737,-0.03732293064139024,-0.014220226814691433,-0.02829207758201574,40,0,0,0
0.64,-0.5593265211980908,0.3015319533272238,1.019018151907189,0.0012400026772454052,-0.10383586193554234,-0.00026186369116318987,0.3158579330819779,0.04200828577468656,0.011909627536881528,-0.016084044359984537,-0.14431363818573148,-0.13671390712885345,40,0,0,0
0.68,-0.5437939375657588,0.30283561673688747,1.019011756373377,0.0015216651295799242,-0.10458563420860342,-0.0007426605266594174,0.3658142979669583,0.03096263926842455,-0.0021801782226356058,-0.008516084359194218,-0.009724449128209007,0.01665848709830617,40,0,0,0
0.72,-0.5268389350378463,0.3041038079774548,1.0192093237582434,0.0028713867005640435,-0.10547505775453503,0.00038291784985200423,0.41242778586546763,0.03655583913238689,0.0033724084967081676,0.02837462013713244,-0.020912125847324287,0.01606945459505889,40,0,0,0
0.76,-0.5083880893230638,0.3054116670457063,1.0192833383766406,0.0025959310722043103,-0.10598927492915322,0.0005824400834566825,0.42097164550415034,0.028339242754214858,0.0017029157711929298,0.016810986923254785,-0.02184930281108803,0.0033115450790892824,40,0,0,0
0.80,-0.48844695772951147,0.30656169475117345,1.0193048076419762,0.001474208788122061,-0.10649538602849937,-0.0007730988635663653,0.524164236036342,0.037308413629893684,0.003004270759203925,0.07030822975362325,-0.07633128590921823,-0.0004275882603006508,40,0,0,0
0.84,-0.46706488389815276,0.30774185509028756,1.0194234518403782,0.0034109729771680418,-0.10764434261175931,7.569255583852541e-05,0.49405966432216597,0.024656184418007522,0.0008424985777054731,-0.06753032350445648,0.037213198973930633,-0.01154198651481284,40,0,0,0
0.88,-0.44382254245103825,0.3084281336876215,1.019176682278215,0.005458971766440795,-0.10329693719617764,0.00662315264710011,0.5602216426516944,0.029660960371480555,0.003052452870266781,0.051245257698337626,-0.022443462696709784,0.029311475881005248,40,0,0,0
0.92,-0.4199450449734786,0.30991427558731105,1.0196731551478067,0.005831582290552545,-0.107979647978651,0.00163948830848316,0.5852397727180368,0.026708866265383047,0.0039861225180390395,0.03090447398167694,-0.03005319033834091,0.0008162356286985475,40,0,0,0
0.96,-0.39382384038712476,0.3104312727653263,1.0194401400353834,0.005728140182879221,-0.10562932505719283,0.0052873561394070675,0.6302935687205606,0.023700740991173405,0.00036244932279158414,-0.033329349423748184,0.01865403843479054,-0.01913209942450929,40,0,0,0
1.00,-0.36706841008865465,0.31168656002067996,1.0198619850968489,0.006353608883077305,-0.10848476186097533,0.0017170646118079326,0.6503207423296394,0.02493676490574078,0.005612818386671404,0.054008480608731,-0.013924981897387662,0.03955452986111919,0,0,0,0
1.04,-0.3384955322992913,0.3124559777975607,1.0199474468318368,0.006312867501951219,-0.10858539952764534,0.0022413151112505377,0.7219819416496971,0.019213628084429318,0.0023280070002473182,0.020633727232882267,-0.020771161126082138,0.006189737140601223,0,0,0,0
1.08,-0.30817212904712965,0.3126986120333135,1.0197640904168643,0.005323736945166596,-0.1033155144077191,0.0073072101114231534,0.7160640043943312,0.0178777220720985,0.002059750991585567,-0.044168967016235176,0.036522135616163014,0.003491777467726677,0,0,0,0
1.12,-0.27697582989729963,0.31336386594972326,1.0198971793483398,0.002442843363319197,-0.09267717470536971,0.007228457870007693,0.7470664941144965,0.014626843579191641,0.002601916963605497,-0.03902938092399654,0.08793113690771394,-0.008238975931804483,0,0,0,0
1.16,-0.2446370332793653,0.31394379337396133,1.0200044350702098,0.0013999507226977901,-0.0743788002093086,0.00713386068883268,0.7642393491965107,0.013379032629159805,0.0029853066432791735,-0.0528542193240296,0.3608999495787935,-0.023135859578972434,0,0,0,0
1.20,-0.2114132741346998,0.31446392436103826,1.0201392213858205,0.0012691878240806585,-0.05432302847498299,0.007094965659148191,0.9009720637498095,0.015332796894517503,0.0036150255514437,-0.035400266283185954,0.5594857433566405,0.003923342148063034,0,0,0,0
1.24,-0.17810497191060393,0.315358361288553,1.0206991228771443,0.0010125982064470183,-0.04275368984940607,0.0013122111694497556,0.8186614383534356,0.013881879021029612,0.004109208400262806,0.021578576106252606,0.4381082192697888,0.004185602599764313,0,0,0,0
1.28,-0.14412670500273433,0.31582552196781033,1.0208957342069318,-0.0004755651081998326,-0.02903778059092378,0.0011926060537537943,0.8641190030807325,0.01352722980393171,0.004777727979189123,-0.04290437066360891,0.39631861382513295,-0.008018121494035866,0,0,0,0
