Timestamp,front_top_left_x,front_top_left_y,front_top_right_x,front_top_right_y,front_bottom_left_x,front_bottom_left_y,front_bottom_right_x,front_bottom_right_y,rear_top_left_x,rear_top_left_y,rear_top_right_x,rear_top_right_y,rear_bottom_left_x,rear_bottom_left_y,rear_bottom_right_x,rear_bottom_right_y
509.5,671.5,121,53,477.48248291015625,645.077392578125,571.6583251953125,648.2154541015625,477.9766845703125,671.23095703125,572.243896484375,675.0016479492188,444.0907287597656,666.6682739257812,546.265869140625,670.6708984375,444.6003112792969,695.2459106445312,546.8832397460938,700.0054931640625
507.0,672.0,122,54,475.0776062011719,647.700927734375,569.0978393554688,649.0946044921875,475.934814453125,673.9022216796875,570.0829467773438,675.932861328125,441.53204345703125,668.7427978515625,543.5177001953125,670.8253784179688,442.42724609375,697.3763427734375,544.5638427734375,700.221435546875
507.5,670.5,119,53,475.424072265625,645.5255126953125,569.4443359375,646.8862915039062,476.2830505371094,671.73583984375,570.4337768554688,673.7342529296875,441.84893798828125,666.5269775390625,543.8338012695312,668.5729370117188,442.74505615234375,695.1712036132812,544.8838500976562,697.9803466796875
507.5,672.0,121,54,475.21185302734375,647.2640380859375,569.2031860351562,648.4844970703125,476.0903015136719,673.4906616210938,570.2188110351562,675.3511352539062,441.5490417480469,668.1231689453125,543.495849609375,670.0135498046875,442.4639587402344,696.7860717773438,544.5725708007812,699.4426879882812
508.0,671.0,118,52,476.12274169921875,645.87353515625,570.1832885742188,647.2882080078125,476.970947265625,672.0927734375,571.1620483398438,674.1446533203125,442.578369140625,666.9454956054688,544.6118774414062,669.0517578125,443.4627380371094,695.6004028320312,545.6502075195312,698.469482421875
507.5,671.0,119,52,475.2282409667969,645.3197631835938,569.4363403320312,648.6993408203125,475.67523193359375,671.4584350585938,569.9671020507812,675.4675903320312,441.8915710449219,667.0430297851562,544.109130859375,671.31103515625,442.3520812988281,695.603515625,544.6685180664062,700.6248168945312
507.5,671.0,119,52,475.3372802734375,645.1793823242188,569.5593872070312,648.5468139648438,475.7890625,671.3125610351562,570.093505859375,675.3078002929688,442.0536804199219,666.9405517578125,544.2904052734375,671.19482421875,442.5201110839844,695.494873046875,544.8539428710938,700.5003662109375
507.0,671.0,120,52,475.05377197265625,646.4677124023438,569.030517578125,647.686767578125,475.9348449707031,672.696044921875,570.0498657226562,674.55712890625,441.3714294433594,667.318115234375,543.2979736328125,669.2083740234375,442.288818359375,695.982666015625,544.3784790039062,698.6414794921875
506.5,672.0,123,54,474.2289733886719,645.9463500976562,568.4356079101562,649.367431640625,474.6663513183594,672.0784301757812,568.9551391601562,676.1281127929688,440.9166564941406,667.6685791015625,543.1336669921875,671.981201171875,441.36724853515625,696.2213745117188,543.68115234375,701.2861938476562
507.5,671.5,119,53,475.69500732421875,645.8482666015625,569.8955078125,649.1137084960938,476.1737060546875,671.9833374023438,570.458740234375,675.8786010742188,442.3888854980469,667.5946655273438,544.5970458984375,671.7387084960938,442.8840637207031,696.15087890625,545.1919555664062,701.0485229492188
507.5,671.5,119,53,475.6114196777344,645.7572021484375,569.8358154296875,649.0702514648438,476.0779724121094,671.8899536132812,570.3851318359375,675.8309326171875,442.34942626953125,667.531982421875,544.5888671875,671.727294921875,442.83197021484375,696.0858764648438,545.1690673828125,701.0324096679688
507.5,671.5,119,53,475.3774719238281,646.640380859375,569.3927612304688,648.1046142578125,476.2100524902344,672.8544311523438,570.35595703125,674.9577026367188,441.76806640625,667.6145629882812,543.7448120117188,669.7740478515625,442.6351318359375,696.2628173828125,544.765869140625,699.1871948242188
507.5,671.5,119,53,475.2259521484375,645.8192749023438,569.4369506835938,649.147705078125,475.68603515625,671.9569702148438,569.98095703125,675.9143676757812,441.90118408203125,667.558349609375,544.123046875,671.7703857421875,442.3760986328125,696.1178588867188,544.6969604492188,701.08251953125
507.5,671.5,119,53,475.5694274902344,646.8766479492188,569.552001953125,648.1298828125,476.4437255859375,673.102294921875,570.5633544921875,674.9970092773438,441.90380859375,667.7429809570312,543.8380126953125,669.6705932617188,442.8142395019531,696.4044189453125,544.9100952148438,699.0999145507812
507.5,671.5,119,53,475.2678527832031,646.9564819335938,569.3099975585938,648.372802734375,476.11279296875,673.172607421875,570.2853393554688,675.2261962890625,441.69256591796875,667.9871215820312,543.7041015625,670.0941162109375,442.5733642578125,696.6383666992188,544.7386474609375,699.5081176757812
507.5,671.5,119,53,475.3783874511719,645.1266479492188,569.5617065429688,648.3688354492188,475.86187744140625,671.2698364257812,570.1318359375,675.14404296875,441.9871826171875,666.84619140625,544.1718139648438,670.9659423828125,442.4867858886719,695.41162109375,544.7736206054688,700.2876586914062
507.5,671.5,119,53,475.3699035644531,645.6648559570312,569.591064453125,648.770263671875,475.8868408203125,671.8130493164062,570.1956176757812,675.5482788085938,442.0314025878906,667.460205078125,544.2647094726562,671.4302978515625,442.5675354003906,696.0322265625,544.9041748046875,700.7559814453125
507.5,671.5,119,53,475.419189453125,645.5404663085938,569.5982055664062,648.6510009765625,475.9244384765625,671.683837890625,570.1923217773438,675.4252319335938,442.0613708496094,667.1697998046875,544.2427368164062,671.1420288085938,442.5841369628906,695.735595703125,544.8703002929688,700.4627075195312
507.5,671.5,119,53,475.60198974609375,645.534912109375,569.82275390625,648.8496704101562,476.06494140625,671.681640625,570.371826171875,675.6267700195312,442.2805480957031,667.28271484375,544.5123291015625,671.4808959960938,442.7577819824219,695.8527221679688,545.0911865234375,700.80517578125
