elapsed_time,x,y,z,pitch,roll,yaw,x_speed,y_speed,z_speed,pitch_speed,roll_speed,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,0.19772962163814575,-0.39889942080775614,1.0162969429257596,-0.04726621413948168,0.009472974150695673,-0.008442983302027234,-0.024731059778175,-0.02502140399308256,-0.00821490230440848,0.0042334254694890655,0.05613281843287544,-0.04948146797731115,0,20,0,0
0.04,0.1964450127238432,-0.39875695406737616,1.0163786107734591,-0.05074100417711239,0.008385633001749021,-0.00491078936500759,-0.031936508631297385,0.003541848599336986,0.0020303345974936955,-0.08638633968143533,-0.0270322583020167,0.08781345116096309,0,20,0,0
0.08,0.19537335524391533,-0.4003564828507924,1.0158048705606981,-0.047088540367670594,0.004297791970994919,-0.0036721559881958523,-0.026863195086726483,-0.04009532388896906,-0.014381922912101063,0.09155616388442155,-0.10246974723683426,0.03104877319986958,0,20,0,0
0.12,0.19390961535142898,-0.4005742139619172,1.0156539920236964,-0.05102058893075893,0.0055275600184237494,-0.011393485347348336,-0.03630378914449732,-0.005400183727346656,-0.0037421010535111307,-0.09752297021693236,0.03050080148779757,-0.19150500331977635,0,20,0,0
0.16,0.19259046899144067,-0.4011882626636085,1.0153310127131656,-0.0515314858152246,0.006031116210291121,-0.020772524677626063,-0.03268645053100577,-0.015215197585534539,-0.008002938549061147,-0.012659251654744448,0.012477360400858284,-0.23239840126625308,0,20,0,0
0.20,0.19167943203517568,-0.4023092278451382,1.0146287881695324,-0.05243299320756589,0.005832339627341504,-0.03168049203688676,-0.023002720655257488,-0.028303186558654412,-0.01773042784200991,-0.022762109233958147,-0.005018898716405867,-0.27541465179460733,0,20,0,0
0.24,0.19004576918799154,-0.4017299861954359,1.014619720070029,-0.05329978979648115,0.003432850585650113,-0.03836791082584039,-0.04093139121284923,0.014512888391633151,-0.00022720105863103718,-0.021717571862521982,-0.06011915178563456,-0.16755314912536945,0,20,0,0
0.28,0.18901028275926807,-0.40174202662954883,1.0140400392183277,-0.05060539863415985,0.004513135771035348,-0.04572861850193659,-0.025975436118829846,-0.00030203730195643176,-0.014541439187416228,0.0675894763800007,0.02709922413728325,-0.18464519353046613,0,20,0,0
0.32,0.1878116497833472,-0.4006804167783071,1.0136898673910846,-0.053939082724871,0.0031940098738993533,-0.05338943701785208,-0.0298569405967125,0.026443809658295903,-0.00872248607761634,-0.0830392704556617,-0.032858318051959164,-0.19082455426037156,0,20,0,0
0.36,0.18644509092703473,-0.3987824175996035,1.0134791534431202,-0.050936093534567926,0.0041541383499023865,-0.057787345909165386,-0.03416298585185548,0.047448610639321355,-0.005267696733179478,0.07507256401559781,0.024002519459839108,-0.10994455053118704,0,20,0,0
