elapsed_time,x,y,z,pitch,roll,yaw,x_speed,y_speed,z_speed,pitch_speed,roll_speed,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,-1.2852647510155653,-0.3767854316620661,0.9863970685616577,0.1266072246948119,0.00497054067412063,-0.005003272488114868,-0.04304115637503273,-0.03598837296977333,-0.0017655120735168277,-0.015065173639036006,0.024748163155760783,-0.0013813817585285244,20,0,0,0
0.04,-1.2871293742467924,-0.3776862270590847,0.9862166079407662,0.1235435291604028,0.0060176649310854785,-0.007899962105465879,-0.046578422910610665,-0.022501934039861064,-0.004507919336102908,-0.07653133559702566,0.026157239523809113,-0.0723595157338857,20,0,0,0
0.08,-1.2889602551684316,-0.3791302421003009,0.986097908545245,0.12358425923721555,0.0025749969300539605,-0.007929534076334382,-0.04578325517140502,-0.036109234807120416,-0.0029682130878120197,0.001018501792131678,-0.08608782018469156,-0.0007394806905202045,20,0,0,0
0.12,-1.2910621684739059,-0.3799734984842401,0.9863960367784123,0.12280568900752654,-0.00901274835731164,-0.005553653915550777,-0.05276773257680142,-0.02116963018669588,0.007484395688628254,-0.019545708933613053,-0.2909059298018153,0.05964556608126577,20,0,0,0
0.16,-1.2922749109068665,-0.3818097983350092,0.9859444011099364,0.12504337545904803,-0.01636396502377789,-0.009220819891491854,-0.02967805241483965,-0.04493765678458438,-0.011052360894732416,0.05476032996891582,-0.17989788071289994,-0.08974234024466322,20,0,0,0
0.20,-1.2936793840133916,-0.38282245584926244,0.9862134824651932,0.1271817694177213,-0.021957374414332598,-0.00804647581533961,-0.03553119070033748,-0.025618808281837196,0.006807379153874349,0.054098354169315306,-0.14150537649851122,0.029709250482421744,20,0,0,0
0.24,-1.2947745983809698,-0.3833843650959081,0.9865720638421281,0.12124298958651414,-0.037680383515523136,-0.008580646968747978,-0.026966022910423947,-0.013835152338379472,0.008828877626084796,-0.14622276490256256,-0.3871269736727906,-0.013152193750662382,20,0,0,0
0.28,-1.2948777344400697,-0.38457616916060006,0.9866300798476435,0.12172215693330074,-0.04240219577838175,-0.009007034672740926,-0.0026214669197360267,-0.030292750737829364,0.001474625272683234,0.012179264551900616,-0.12001694418333339,-0.010837734840309036,20,0,0,0
0.32,-1.2940813448537714,-0.38611102275449455,0.9862641800632221,0.12803648992406066,-0.03949434574938969,-0.008285267036890958,0.02003058303771601,-0.03860423703697555,-0.009203015887488996,0.15881645550777354,0.07313748505637756,0.018153711214416314,20,0,0,0
0.36,-1.2929734824107657,-0.3865212453693793,0.9866320047559765,0.12752659884152295,-0.04383443384533102,-0.007659395127471752,0.027617901195532587,-0.010226438956919166,0.009169501219127454,-0.012711074038943549,-0.10819404969485352,0.015602359899938262,20,0,0,0
0.40,-1.2908055080055905,-0.387752737632097,0.9865775629451724,0.1272952375731881,-0.04240091294510834,-0.009728369295116928,0.05438548140243391,-0.030893030559491278,-0.00136571911639299,-0.005803894144797737,0.03596109071811621,-0.05190197626317798,20,0,0,0
0.44,-1.2885742948716654,-0.38747415881345054,0.9875049820390804,0.1221614754812578,-0.05000388569131718,-0.007261971954250418,0.055344937504283834,0.006910109605209662,0.023004504147179274,-0.12734226857114275,-0.18859070211077247,0.06117864968411141,20,0,0,0
0.48,-1.2849364288413698,-0.38832832523833505,0.9875346018473908,0.1206127783127401,-0.04971230056430437,-0.009472870784533776,0.09134036146479721,-0.021446603407136725,0.0007437008331420195,-0.03888503809482528,0.007321185188599474,-0.05551174689733437,20,0,0,0
0.52,-1.2806296208055081,-0.38848301861757834,0.9879370580989997,0.1194315956152837,-0.051843591439566045,-0.008232224129133308,0.10790505876126365,-0.0038757701848407505,0.010083352941919786,-0.02959397941945183,-0.053398494945095194,0.03108382104292416,20,0,0,0
