elapsed_time,x,y,z,yaw,pitch,roll,x_speed,y_speed,z_speed,yaw_speed,pitch_speed, roll_speed,control_x,control_y,control_z,control_yaw
0.48,1.022715859699821,0.360604917746929,1.0379431615438823,0.21729607456980138,-0.0010065153851896158,-0.013872909609469002,0.07615759884151078,0.00581960131934275,-0.0033291107834618155,0.9832659353230562,0.01311053593181512,0.0020853365537533957,0,0,0,100
0.52,1.0257442505538983,0.36081806871159566,1.0377656851365238,0.25562364790851705,-0.0008389468968199448,-0.013000057594222885,0.07527820043867905,0.005298398329354453,-0.004411618318119507,0.9527273351243287,0.00416533230435398,0.021696911700990022,0,0,0,100
0.56,1.029287038277563,0.3610214632964766,1.037252220280108,0.3007319565328206,0.005585662220574911,-0.01318406918332719,0.08894459474167325,0.005106388058207803,-0.01289095681994539,1.1324811258860374,0.16129508705908308,-0.004619762034097759,0,0,0,100
0.60,1.0319486505777047,0.3616226019768018,1.0372692921924143,0.33677563192558313,0.0017446904302845928,-0.013356247978687102,0.0661970986879522,0.014950951550874928,0.00042459642363005336,0.8964441353551637,-0.09552901023411631,-0.004282267822329312,0,0,0,100
0.64,1.0352076999670767,0.36205379762105033,1.037102694965041,0.3792348091329671,0.0009971477523947336,-0.012626910978292199,0.08165054230853298,0.010802953250350765,-0.004173840999918849,1.0637503243315336,-0.01872854865210883,0.01827243299905828,0,0,0,100
0.68,1.0384475831421331,0.3626275340041745,1.0369361455500523,0.42180397909412476,0.0004373985887800025,-0.012581587964248613,0.08116599846300575,0.014373322701679724,-0.004172418828266564,1.0664486948911647,-0.014022912956678122,0.0011354383752236394,0,0,0,100
0.72,1.0415127773071133,0.3634005844078709,1.0368314476536,0.4625883185557636,0.00018780079707601816,-0.01352767418641258,0.07656603546472598,0.019310164850786255,-0.002615267556109261,1.018759339066354,-0.006234748059311951,-0.02363245763237418,0,0,0,100
0.76,1.0456226837031855,0.36355313454013977,1.0361199593671224,0.5136031690184905,0.0075238267172922785,-0.015447449483298386,0.10313442283954972,0.0038281090442073016,-0.017854161801129278,1.2801720165081225,0.18409100507509582,-0.04817504296817291,0,0,0,100
0.80,1.0481922965835035,0.3646607737515996,1.0362806480360622,0.5488938231664421,-0.000837749357492798,-0.013949443333822125,0.06433625184972545,0.027732331127749588,0.004023215618778016,0.883583838871134,-0.20935155965649493,0.03750607791676842,0,0,0,100
0.84,1.0514474118451804,0.36550135198759137,1.0358675435980613,0.5918862518176917,-7.642685958750284e-05,-0.01659632242866697,0.08082873308298033,0.020872647636243684,-0.010257918896969856,1.0675577546986061,0.018904624883099904,-0.06572544031817819,0,0,0,100
0.88,1.0547381756844976,0.3664283155255709,1.0354838890238163,0.6342571058520352,-0.002038213935841554,-0.0170388119483789,0.08272428323995505,0.02330230852568364,-0.009644432483109377,1.0651322007303792,-0.04931603654250653,-0.01112344432682143,0,0,0,100
0.92,1.0587391849555248,0.3670351599542332,1.0345255569852099,0.6839737122931728,0.003966643338642981,-0.02046136437498917,0.09978207520175568,0.015134230469053364,-0.0239000594767244,1.2398936934760127,0.14975649381202147,-0.08535580911720803,0,0,0,100
0.96,1.0629286349115226,0.36758418938786946,1.033775727816398,0.7360789864770055,0.011015880015947166,-0.028825642923306288,0.10449406644966054,0.013693997714204549,-0.01870238332350909,1.2996197687355941,0.17582341680035,-0.20862344403470887,0,0,0,100
1.00,1.0651667966593634,0.3693110653732195,1.0336977466779989,0.7699226489531469,-0.0007562314967393263,-0.021059018682147806,0.05573848137474492,0.04300558037808596,-0.0019420179236068703,0.8428320037188328,-0.2931689896515696,0.19341758522504904,0,0,0,0
1.04,1.0693065958705636,0.3699037083161911,1.032895846642109,0.8222355707777503,0.005339937623140417,-0.02896027502277602,0.10417187453194672,0.014912976003873514,-0.02017861873587442,1.3163766769094538,0.1534010062525533,-0.19882333470034128,0,0,0,0
1.08,1.0722722707713792,0.3713391849444605,1.032457406442475,0.8607279904089299,0.003091212370195273,-0.02742208867515687,0.07437823772678812,0.03600132363776835,-0.010995948810299938,0.9653783485235796,-0.0563973554214557,0.03857725261789656,0,0,0,0
1.12,1.0753732247344947,0.3730756243739939,1.0320642700142957,0.901289419796756,0.0011152699919229764,-0.028265588804508728,0.07683694651986842,0.043026341303048374,-0.009741325755341059,1.0050508384557206,-0.0489608619320207,-0.02090065673319286,0,0,0,0
1.16,1.0786695335614196,0.3746530576432049,1.031555448083162,0.9428739623085289,-0.0002736581829061724,-0.02702260364157309,0.08254999789833214,0.03950391783515216,-0.01274251035055565,1.0414084593379576,-0.0347831541075727,0.03112827953190236,0,0,0,0
1.20,1.0825609275743606,0.37715127802750636,1.0310397358053884,0.985158084307809,0.009366120694581592,-0.03337095876360667,0.09789939643384744,0.06285003959211136,-0.012974250502428555,1.063780745074458,0.24251682834567412,-0.15971143829896975,0,0,0,0
1.24,1.0859660940637046,0.3789957767276873,1.0305264238623995,1.0214529588912131,0.01204655966788653,-0.03819799187232835,0.0846815374626991,0.045869999680798065,-0.012765321362787962,0.9026007366619633,0.06665861832151733,-0.12004129205108398,0,0,0,0
1.28,1.0884355313964718,0.38110352576083806,1.0300041187925242,1.0407427232511788,0.009821814971277917,-0.033649267565740534,0.06168341650581934,0.05264890093642814,-0.01304651903521506,0.48183387912968695,-0.05557130440975665,0.11362137125342285,0,0,0,0
1.32,1.0903877610296153,0.3831297118920501,1.0293929733037692,1.0517460635467095,0.00412571633302182,-0.02473468518883574,0.04895108958482841,0.05080550829708818,-0.015324138647171024,0.2759027357204692,-0.14282655584748438,0.22352827409986775,0,0,0,0
1.36,1.0942342732770616,0.38533148787594435,1.0291409583090723,1.075799886796671,0.006435580750357384,-0.02920472111304954,0.09616691029423786,0.055046748823363835,-0.0063006437595292935,0.6013712459249912,0.05774907498636917,-0.11175566749365862,0,0,0,0
1.40,1.0968870628444567,0.3876355080797426,1.0286753580509844,1.08635752535427,0.007503844954910133,-0.030749027960090197,0.06603875629834895,0.05735646378258084,-0.011590690175438059,0.2628227011899649,0.026593454804627173,-0.03844409853501186,0,0,0,0
1.44,1.098672221908382,0.39033958232914545,1.0286270777542177,1.0890858315485472,0.00015205943698165525,-0.02169199786923563,0.04475626768557399,0.06779467073473384,-0.0012104500543943292,0.06840219721976898,-0.18431885833401765,0.22707156542748844,0,0,0,0
1.48,1.101691835325303,0.39254984901922935,1.0284378919035866,1.0975421928230913,0.001702600744997687,-0.028168873088188644,0.07582893752983168,0.05550451386507033,-0.004750860480565147,0.2123572796516966,0.03893740149785883,-0.16264816006391639,0,0,0,0
1.52,1.1037030171667623,0.3952204188200644,1.0284747532001224,1.097984984359712,-0.0032467931023393154,-0.02081637848040589,0.05009298290563761,0.06651651512747712,0.0009181130513326922,0.011028713772897027,-0.12327572588265218,0.18313032621365966,0,0,0,0
1.56,1.1076840275037925,0.39851489970781634,1.0286618350057117,1.1133054394341801,0.005898173695756945,-0.035669494737039995,0.09947436273902248,0.08231990352215213,0.004674653370769558,0.38281551073325004,0.22850725506751143,-0.3711380150345259,0,0,0,0
1.60,1.1088632827139921,0.40092782414410266,1.0285600826103514,1.102752011188131,-0.004340083596552316,-0.023184931147630466,0.029336624229901326,0.06002691942356744,-0.0025313195662489017,-0.26254025092595923,-0.2546996649713043,0.3105815836376912,0,0,0,0
1.64,1.1125133868309487,0.40383945490542017,1.0285868136952334,1.1128482546477945,-0.0016938733765349823,-0.030126766467648374,0.09158897256555132,0.07305908581634561,0.0006707404834113823,0.25333649003230596,0.06639911286857536,-0.17418559698779817,0,0,0,0
1.68,1.113294225821537,0.40787248748648525,1.0289355458943046,1.0977649140079744,-0.009929828567638868,-0.012975279373892683,0.019573376652227338,0.10109647022161673,0.008741708297681674,-0.3780957547913912,-0.20645159244017733,0.4299382088731846,0,0,0,0
1.72,1.1177041522922315,0.41036578801809453,1.0288525985995154,1.113392326181887,-0.0002719645426468853,-0.03394852842692568,0.1099605390595133,0.06216989610032022,-0.0020682724097918154,0.3896660586447401,0.2408166987383701,-0.5229633162880698,0,0,0,0
1.76,1.1203766841253446,0.4138051276768478,1.028965797100077,1.1151489530581435,0.0007494045829593426,-0.03527390612934704,0.06666078497201205,0.08578722191338657,0.0028235027218737885,0.04381542813572133,0.025475942630692357,-0.033058808480082295,0,0,0,0
1.80,1.1233445345239255,0.41796481705693517,1.0295913133478372,1.1197619887642187,0.005334934370547675,-0.04158723495278442,0.07445016027613137,0.10434809692379178,0.015691419258645766,0.11572053896013144,0.1150305378600532,-0.15837332737714532,0,0,0,0
1.84,1.1254961813077742,0.42131649978177976,1.0295991712174035,1.1156874506067411,0.0015327630373408452,-0.03550514336217807,0.05390109724711104,0.08396330561755114,0.00019684819777624152,-0.1020716221230421,-0.09524853629310602,0.15236302387174694,0,0,0,0
1.88,1.1280383418335906,0.42524793182962184,1.0299306387465224,1.1157132011126119,0.0022108450051254586,-0.03343109850557839,0.063643979240601,0.09842493308259295,0.00829841873789502,0.0006446739473877482,0.016976046257837916,0.0519245210744946,0,0,0,0
1.92,1.130983364122734,0.4297370173625826,1.0302982049301057,1.1216089826484443,0.0071039183383286575,-0.03704705833563153,0.07319632349334719,0.11157285908198429,0.009135582225629943,0.14653523477013147,0.12161367331382297,-0.08987197361297496,0,0,0,0
1.96,1.1331664348309864,0.433336192140224,1.030311906110613,1.118193975514685,0.0034658348437940634,-0.03041273399821102,0.0545810490281053,0.08998642795057539,0.000342556382705505,-0.08538187567376532,-0.09095922217860399,0.16587111931842816,0,0,0,0
2.00,1.1362175342468717,0.43821304249483894,1.0307397105864637,1.1227075578366799,0.009028534152547299,-0.03695650565839452,0.07647264607302938,0.12223320196578812,0.010722476003195973,0.11312826505564721,0.1394232954961094,-0.16401285764290496,0,0,0,-100
2.04,1.137954791473936,0.4417867533461243,1.0308544565728175,1.1153114792113126,0.00021845351325390505,-0.02696173981530307,0.04314141466255289,0.08874617950497013,0.0028494940766576144,-0.18366727153755186,-0.21878126977922344,0.24820062969059706,0,0,0,-100
2.08,1.1415392677537444,0.446743578334133,1.0312019639691163,1.123623600284425,0.011022114482754822,-0.036393280023070226,0.09036552324178222,0.12496276964714736,0.008760746409128039,0.20955060415716578,0.2723629340038442,-0.23777143418462499,0,0,0,-100
2.12,1.1437188733830053,0.4510801647858954,1.0314939528382234,1.1186065133785124,0.00552054535928817,-0.02791277294732612,0.05428054037068927,0.10799763627225385,0.007271642807572275,-0.12494470774146431,-0.13701017326227688,0.21119715443428222,0,0,0,-100
2.16,1.1455032376913232,0.45505876992611527,1.0317134214095853,1.1067325943427926,-0.00026108052463331977,-0.020170371035149775,0.044728588581645634,0.09973153554806674,0.00550140987985892,-0.29764305244433303,-0.14492778424754035,0.19407847834051833,0,0,0,-100
2.20,1.1488513550902393,0.45939975305795144,1.0319165795200598,1.106718274285315,0.007142678158560345,-0.026728074083907576,0.08404214488011721,0.1089643790286543,0.005099535446275486,-0.0003594522538585064,0.18584406870315642,-0.16460696087984106,0,0,0,-100
2.24,1.1523603308943462,0.4644637604018109,1.03245616525955,1.0995447488499746,0.012138803947442593,-0.03313644385490315,0.08709168684171856,0.12568708545649876,0.013392350039275294,-0.17804466763052568,0.12400228639875478,-0.15905374229376604,0,0,0,-100
2.28,1.1550801097459709,0.46886427513774964,1.0327493822728442,1.0810790339958818,0.011633480389471165,-0.030090267957476418,0.06830026952589639,0.11050764011116398,0.00736339317647181,-0.46371906332365803,-0.012689904984964718,0.07649689411080361,0,0,0,-100
2.32,1.1566976038962817,0.47316070383075043,1.0328129336869825,1.0483345829540671,0.005701900432169685,-0.015555839949015476,0.04040993403038664,0.10733788435466907,0.001587708031198672,-0.8180561927884841,-0.14818894691177006,0.36311431288850626,0,0,0,-100
2.36,1.1610708200074282,0.4778589526368111,1.0332553039942682,1.0348417166960575,0.01707175567431468,-0.030097535168066163,0.1093787512543154,0.11750816205473845,0.011064148346014659,-0.3374708280208155,0.28437208148904414,-0.3637031474677407,0,0,0,-100
2.40,1.1617577722229318,0.4825074398143328,1.0336294615795782,0.9847461884047713,0.0011303856920765326,-0.007749582413400885,0.017199758984325873,0.11638780295147398,0.009368075601550337,-1.2542808558686163,-0.39913652709233816,0.5595431421552397,0,0,0,-100
2.44,1.165497147979239,0.48625638588192455,1.0334426147145803,0.9575419331559192,0.007965645755303605,-0.014480022446333323,0.0932050434834818,0.09344358631457025,-0.004657213211993799,-0.6780740847260832,0.17037087282266267,-0.16775820265570437,0,0,0,-100
2.48,1.1686252023590926,0.4905876271416569,1.0336035839371842,0.9212373811536702,0.008898380513281304,-0.015914839114714845,0.07832047492276709,0.1084459639359609,0.004030360227585192,-0.9089962671325363,0.02335388722532576,-0.03592505412262213,0,0,0,-100
2.52,1.1715941298185089,0.49478664177065557,1.033865575745386,0.8806326260622959,0.00686456450695383,-0.016240516358167405,0.07392758570400292,0.10455729151385164,0.006523710033116701,-1.0110760714233986,-0.050642903597082393,-0.008109505084343348,0,0,0,-100
2.56,1.1748815932133752,0.4990750124377242,1.0339560391837173,0.8409372703260587,0.00669298451078619,-0.018511417965147808,0.08259230938340853,0.10773851883441869,0.0022727505645246575,-0.9972829225023511,-0.004310675565121566,-0.057052805027699216,0,0,0,-100
2.60,1.177492526803872,0.5042696277096101,1.0344801912631516,0.7937650245835407,0.0007335411326537811,-0.012497554335517063,0.06500180564455763,0.1293251477289086,0.013049290766946652,-1.1744002837655065,-0.1483663091336551,0.14972115577697762,0,0,0,-100
2.64,1.1817138386121788,0.5077529017030151,1.0341164745083882,0.7595824998471729,0.00802160823524059,-0.019593965612882774,0.10548511154632928,0.08704250300053902,-0.00908881034847769,-0.8541769948515717,0.18211935203665378,-0.17733012133775863,0,0,0,-100
2.68,1.1852529491608932,0.5120346603212916,1.0341260920983264,0.71942561531982,0.010297515469119264,-0.020759106606905758,0.08798018937129848,0.10644197995312758,0.00023908758215197872,-0.9982763343070177,0.05657770410729108,-0.02896471412446926,0,0,0,-100
2.72,1.1885240314086607,0.5170975813934343,1.0342283974503803,0.6757948486369004,0.009472912160849278,-0.016111163508729025,0.08247965562807125,0.12766049731321621,0.0025796080829438343,-1.100140668505655,-0.020792200178486837,0.11719691437845332,0,0,0,-100
2.76,1.1914914242309156,0.521529334841054,1.0344566375989412,0.6288417142091405,0.004973403243810293,-0.013817427319040825,0.07418754446046856,0.11079790429744468,0.005706213225979706,-1.1738714610999323,-0.11249185322873696,0.05734551026640664,0,0,0,-100
2.80,1.1943749161790758,0.5261417823192597,1.0349364435314912,0.5803354789620567,-0.00043312366922923506,-0.011784883249381466,0.07220054929667077,0.11549234314352015,0.012013992932426823,-1.2145609878978703,-0.13537551688249194,0.05089343092937411,0,0,0,-100
2.84,1.1981291732717472,0.5306506253592771,1.0345420235557996,0.5409773616851714,0.003334158645505639,-0.008628284844818073,0.09369679242178333,0.11252935533040509,-0.00984372824693274,-0.9822793840632948,0.09402186912745446,0.07878073828472229,0,0,0,-100
2.88,1.2015028618545647,0.5349014038680932,1.0349037468329183,0.4961934108385917,-0.00014971492636735306,-0.00813254310292048,0.08432219100937824,0.10624423344362273,0.009040935023192982,-1.1193329688676177,-0.08707616176436236,0.01239060121450219,0,0,0,-100
2.92,1.2054278306563422,0.539175123937504,1.0346122438926135,0.4569886256996649,0.005862010057995873,-0.008069741134213253,0.09799172819582617,0.10669873738540225,-0.007277733489676067,-0.9787962257355172,0.1500901918988483,0.0015679292647967906,0,0,0,-100
2.96,1.208673334375374,0.5435418716348128,1.03487816927175,0.40993149008076585,0.0026805535800349944,-0.00587194507593018,0.08127670675433497,0.10935586669739498,0.006659532981540278,-1.1784454258882338,-0.07967278043608218,0.05503910677637358,0,0,0,-100
3.00,1.2124291940995173,0.5477646216292902,1.0351052448953109,0.3680133050130289,0.0033212691657384247,-0.004128160468286163,0.09387196372463587,0.10554117124014616,0.005675407566645437,-1.0476808605994021,0.016013705153133433,0.04358322659924995,0,0,0,0
3.04,1.216256279779256,0.55167969235656,1.0350820195832273,0.3264743534566795,0.003514374404959039,-0.002793209525816115,0.09558949045931296,0.09778710153085715,-0.0005801008740352627,-1.0375224245715524,0.004823208301775665,0.03334319925327758,0,0,0,0
3.08,1.2200315989394084,0.5558069932006479,1.0353059671791718,0.284268397973399,0.0035518308129987713,0.00016898942603678618,0.0945385934870314,0.1033526438814125,0.0056079207710049385,-1.0568885699201505,0.0009379541127351146,0.07417707236323513,0,0,0,0
3.12,1.2239024090719128,0.5596025542805458,1.0354879527086527,0.24284422069415304,0.0029823899253454828,0.0010496967953749934,0.09633224209810402,0.09445953077794178,0.004529045208673886,-1.0309169754594023,-0.014171585681595746,0.021918025585455365,0,0,0,0
3.16,1.2278244651423538,0.563283871442799,1.0356589321582959,0.20459121310009626,0.003553249693119015,8.236582385575102e-05,0.0983816389337578,0.09234289600982681,0.004288882712988853,-0.9595460935941411,0.014319560594295745,-0.024264723568510334,0,0,0,0
3.20,1.2317718829845539,0.5668442180136603,1.0357590441325608,0.1700518396124652,0.0031286073334804293,0.001292777649627391,0.0980984882045506,0.08847926164590687,0.002487913293995711,-0.858348535198517,-0.010552917165956998,0.030080314514393594,0,0,0,0
3.24,1.2357972969722022,0.5702367639150365,1.035872996383846,0.14014696502649227,0.0013237450577663762,0.0028046064198694208,0.10128260341961212,0.08535914123770917,0.0028671288744719107,-0.7524303245077661,-0.04541176402205492,0.038038808988249705,0,0,0,0
3.28,1.2399481492134188,0.5734054379285491,1.0360136694152113,0.11545585486671087,0.001513764843748544,0.001503362315810458,0.10342065307170378,0.07894916918381159,0.0035049421005444266,-0.6151919146708869,0.0047344422833662065,-0.032421176960044935,0,0,0,0
3.32,1.24374452549598,0.5767883786001894,1.0364532394557322,0.09071525975044288,-0.004121293857608788,0.0007880918568956173,0.09513347847943115,0.08477318622524817,0.011015195512148173,-0.619975128354214,-0.14120906248372156,-0.017923978485146416,0,0,0,0
3.36,1.2479414075357507,0.5796123670754075,1.036564829668382,0.07503969627500276,-0.007362048088114553,0.0015338394227170813,0.10510633711256506,0.07072371390607336,0.002794655269814911,-0.3925774047175892,-0.08116115807465611,0.018676435103806052,0,0,0,0
3.40,1.2527758271667668,0.5819474819445687,1.036322889316502,0.07029466916111815,-0.0002029467448737693,-0.002614974555362787,0.12078285439629267,0.05834037190959093,-0.006044623455158524,-0.11854947703046623,0.17886256492947458,-0.10365372327565109,0,0,0,0
3.44,1.2565779188435326,0.5852731571812433,1.0367113726278219,0.05419119215163882,-0.00551755113781531,-0.0023459800307821634,0.09503142458524617,0.08312362833867795,0.009709950637941594,-0.4024985431935546,-0.13283594124112696,0.006723386769640531,0,0,0,0
3.48,1.2610851202956337,0.5877951306931268,1.036681999833283,0.04966917417513195,-0.0031558655468436753,-0.003221507037537913,0.11271171906008763,0.06306706566574574,-0.0007345263355223215,-0.1130822363209699,0.059058740920880565,-0.021894329566514638,0,0,0,0
3.52,1.265587623415999,0.5902177627993591,1.036653164978265,0.044182323901396287,-0.001838475436787751,-0.004367050708110648,0.11242464398767085,0.06049158540819917,-0.0007199880206997002,-0.13700316738222015,0.032894394552667634,-0.0286034980750926,0,0,0,0
3.56,1.270066002456186,0.592686102042874,1.0365446144213328,0.0426252790144008,-0.0006553747194372461,-0.0034722267137563935,0.11170457685928152,0.06156798883429785,-0.002707585472589093,-0.038837498722635116,0.029510178532818482,0.02231966851307441,0,0,0,0
3.60,1.2747484106436209,0.5948684172337778,1.036386111710155,0.04396331061150199,0.0035475675875969864,-0.004605677030143957,0.1169091035138646,0.05448745652672933,-0.003957452901703726,0.03340761168795525,0.10493792885345415,-0.028299681501917515,0,0,0,0
3.64,1.2790344427475646,0.5973241472146897,1.03647967203734,0.040587312417236204,0.0016290926477068313,-0.0045070536792193696,0.10793125317574934,0.061840417400793775,0.002356044732216983,-0.08501469587474575,-0.04831121172846281,0.0024835422599583288,0,0,0,0
3.68,1.2835159078840883,0.5995481383868579,1.0362638926097991,0.038123914288756854,0.00020783113696448696,-0.006436293082457118,0.11182012259577445,0.05549233519568934,-0.005384061084089065,-0.06146594302024102,-0.03546287464709458,-0.0481377808405724,0,0,0,0
3.72,1.2879642073784012,0.6015401837826202,1.036189353116345,0.043823566648127116,0.00046580728365197555,-0.0026231285855156496,0.11114995539229132,0.049775370826867824,-0.0018625232817558411,0.1424175926790707,0.006446067139420109,0.09527979495993415,0,0,0,0
3.76,1.2922764317384412,0.604188815069559,1.0360934708245386,0.04461372837699372,0.003502191510744379,-0.0017024822914393613,0.10720061096979654,0.06584418353198297,-0.0023836051663001807,0.019643184822290972,0.07548360593193758,0.022886992181256127,0,0,0,0
3.80,1.2962716827936889,0.6066629925007756,1.0362101325980688,0.04192767856307739,0.00046227690178993197,-0.001464145048860649,0.10066196203560701,0.062337898471574296,0.0029393404458723823,-0.06767610862377532,-0.07659187488509153,0.006005002972871329,0,0,0,0
3.84,1.3004347171683048,0.6088383823145525,1.0360925858308885,0.042727990198515114,-0.0010356015609788716,0.00022520041592129485,0.10382285590874842,0.0542525386190087,-0.002931525414711425,0.019959152899334504,-0.0373559297893641,0.042130968660649935,0,0,0,0
3.88,1.3048080560659128,0.6105956947997554,1.035978714387149,0.04604468398732891,-0.0008104533528165841,-2.785623745431027e-05,0.10954840053984079,0.04401917539662243,-0.0028523823149491554,0.08308034390925183,0.005639770131256098,-0.00633885282442332,0,0,0,0
3.92,1.308710803472825,0.6132503780602516,1.0361382534235863,0.044227153266200074,-0.0011873440701899995,-0.002184855434190153,0.09688962911547642,0.06590518158387412,0.003960717017573726,-0.04512202792429361,-0.00935669107324257,-0.05354967421257388,0,0,0,0
3.96,1.3129260331682653,0.6152685728240692,1.0361504455157111,0.04724349667812597,0.0008272206367723745,-0.00248712405357025,0.10582933642504262,0.05066964983245154,0.0003060998124476034,0.07572959121527122,0.050578512092416025,-0.007588883577498155,0,0,0,0
