Timestamp,Parrot X,Parrot Y,Parrot Z,Anafi X,Anafi Y,Anafi Z,Relative Pos Real X,Relative Pos Real Y,Relative Pos Real Z,Relative Pos Yolo X,Relative Pos Yolo Y,Relative Pos Yolo Z,Input X,Input Y,Input Z
17.119999999999813,2.355,0.713,1.636,-0.23,0.893,1.69,2.584,-0.181,-0.054,2.837,-0.177,-0.027,-8,-9,0
17.159999999999812,2.348,0.71,1.638,-0.229,0.894,1.686,2.577,-0.184,-0.048,2.829,-0.186,-0.021,-7,-8,0
17.19999999999981,2.336,0.704,1.641,-0.228,0.893,1.681,2.564,-0.188,-0.04,2.779,-0.219,-0.015,-8,-7,0
17.23999999999981,2.328,0.701,1.644,-0.231,0.889,1.678,2.558,-0.188,-0.034,2.686,-0.235,-0.008,-9,-7,0
17.27999999999981,2.323,0.699,1.645,-0.232,0.887,1.677,2.555,-0.188,-0.032,2.737,-0.259,-0.001,-9,-7,0
17.31999999999981,2.316,0.696,1.646,-0.237,0.882,1.674,2.553,-0.186,-0.028,2.657,-0.259,0.005,-7,-7,0
17.359999999999808,2.309,0.693,1.647,-0.242,0.874,1.671,2.552,-0.181,-0.024,2.65,-0.268,0.016,-9,-7,1
17.399999999999807,2.304,0.691,1.647,-0.249,0.866,1.668,2.552,-0.175,-0.021,2.684,-0.27,0.022,-9,-5,1
17.439999999999806,2.3,0.689,1.649,-0.254,0.86,1.667,2.554,-0.171,-0.018,2.702,-0.271,0.025,-8,-5,1
17.479999999999805,2.295,0.688,1.65,-0.264,0.85,1.665,2.559,-0.162,-0.015,2.671,-0.258,0.031,-7,-4,1
17.519999999999804,2.291,0.686,1.652,-0.272,0.841,1.664,2.563,-0.155,-0.012,2.669,-0.257,0.033,-7,-4,1
17.559999999999803,2.287,0.684,1.654,-0.287,0.829,1.662,2.573,-0.144,-0.009,2.603,-0.237,0.037,-8,-2,1
17.599999999999802,2.284,0.683,1.656,-0.294,0.821,1.661,2.577,-0.138,-0.006,2.634,-0.238,0.039,-7,-1,1
17.6399999999998,2.28,0.682,1.659,-0.309,0.807,1.66,2.589,-0.125,-0.001,2.756,-0.241,0.043,-2,-1,1
17.6799999999998,2.277,0.68,1.662,-0.323,0.795,1.659,2.6,-0.115,0.003,2.756,-0.241,0.043,1,1,1
17.7199999999998,2.274,0.679,1.664,-0.335,0.788,1.659,2.609,-0.108,0.005,2.661,-0.206,0.05,1,1,1
17.7599999999998,2.27,0.678,1.671,-0.356,0.771,1.659,2.626,-0.093,0.013,2.661,-0.206,0.05,-1,1,1
17.799999999999798,2.266,0.676,1.676,-0.367,0.763,1.659,2.633,-0.086,0.017,2.755,-0.19,0.061,2,2,1
17.839999999999797,2.263,0.675,1.677,-0.377,0.755,1.66,2.64,-0.079,0.018,2.755,-0.19,0.061,2,1,1
17.879999999999797,2.252,0.67,1.679,-0.396,0.74,1.661,2.648,-0.069,0.018,2.758,-0.177,0.067,1,1,2
17.919999999999796,2.235,0.664,1.678,-0.414,0.726,1.662,2.649,-0.062,0.016,2.801,-0.161,0.071,4,4,2
17.959999999999795,2.226,0.66,1.677,-0.422,0.72,1.663,2.649,-0.06,0.014,2.883,-0.156,0.079,6,2,2
17.999999999999794,2.207,0.652,1.674,-0.44,0.707,1.667,2.646,-0.054,0.007,2.732,-0.126,0.078,1,4,1
18.039999999999793,2.182,0.642,1.67,-0.453,0.696,1.668,2.635,-0.054,0.001,2.648,-0.113,0.075,-4,4,2
18.079999999999792,2.168,0.636,1.667,-0.463,0.688,1.673,2.631,-0.051,-0.006,2.666,-0.108,0.073,-3,4,2
18.11999999999979,2.148,0.627,1.663,-0.476,0.677,1.677,2.625,-0.049,-0.014,2.775,-0.113,0.075,2,3,1
18.15999999999979,2.128,0.618,1.658,-0.49,0.667,1.682,2.618,-0.049,-0.024,2.748,-0.108,0.071,1,3,1
18.19999999999979,2.109,0.609,1.653,-0.504,0.657,1.686,2.614,-0.047,-0.033,2.737,-0.106,0.069,-1,3,2
18.23999999999979,2.103,0.606,1.651,-0.512,0.651,1.688,2.614,-0.045,-0.038,2.749,-0.109,0.064,-1,1,1
18.279999999999788,2.09,0.6,1.646,-0.524,0.643,1.692,2.615,-0.044,-0.045,2.676,-0.107,0.058,-5,2,1
18.319999999999787,2.082,0.595,1.643,-0.535,0.638,1.694,2.617,-0.043,-0.051,2.67,-0.106,0.041,-3,1,1
18.359999999999786,2.074,0.59,1.641,-0.544,0.632,1.697,2.619,-0.042,-0.056,2.653,-0.102,0.038,-4,1,1
18.399999999999785,2.068,0.586,1.638,-0.553,0.627,1.699,2.621,-0.041,-0.061,2.688,-0.098,0.028,-4,1,1
18.439999999999785,2.062,0.581,1.636,-0.565,0.621,1.702,2.626,-0.04,-0.066,2.659,-0.099,0.02,-4,1,0
18.479999999999784,2.057,0.576,1.635,-0.577,0.615,1.705,2.634,-0.039,-0.07,2.641,-0.092,0.016,-5,1,0
18.519999999999783,2.054,0.573,1.634,-0.585,0.612,1.708,2.639,-0.039,-0.073,2.675,-0.099,0.01,-4,-1,0
18.559999999999782,2.051,0.569,1.634,-0.597,0.606,1.711,2.648,-0.037,-0.077,2.711,-0.093,-0.004,-4,1,0
18.59999999999978,2.048,0.565,1.632,-0.609,0.601,1.713,2.657,-0.036,-0.081,2.703,-0.092,-0.011,-3,-1,-1
18.63999999999978,2.046,0.561,1.631,-0.622,0.596,1.714,2.668,-0.035,-0.084,2.728,-0.091,-0.014,-2,1,-1
18.67999999999978,2.045,0.559,1.631,-0.632,0.593,1.714,2.677,-0.034,-0.083,2.748,-0.09,-0.017,-1,1,-1
18.71999999999978,2.044,0.555,1.631,-0.648,0.587,1.712,2.692,-0.032,-0.081,2.717,-0.082,-0.022,-1,-1,0
18.759999999999778,2.044,0.554,1.631,-0.653,0.585,1.711,2.697,-0.031,-0.08,2.717,-0.082,-0.022,-1,1,0
18.799999999999777,2.043,0.55,1.632,-0.671,0.578,1.711,2.714,-0.028,-0.079,2.716,-0.084,-0.029,-1,1,-1
18.839999999999776,2.043,0.547,1.633,-0.686,0.571,1.711,2.729,-0.024,-0.079,2.729,-0.086,-0.029,-1,2,-1
18.879999999999775,2.044,0.543,1.633,-0.705,0.565,1.711,2.749,-0.022,-0.078,2.813,-0.082,-0.028,2,1,-1
18.919999999999774,2.044,0.54,1.634,-0.72,0.558,1.711,2.765,-0.018,-0.077,2.805,-0.072,-0.026,2,2,-1
18.959999999999773,2.045,0.538,1.635,-0.731,0.554,1.711,2.776,-0.015,-0.076,2.805,-0.072,-0.026,2,2,-1
18.999999999999773,2.041,0.533,1.637,-0.757,0.543,1.711,2.798,-0.01,-0.074,2.787,-0.056,-0.024,2,2,-1
19.03999999999977,2.036,0.531,1.637,-0.765,0.541,1.711,2.801,-0.01,-0.074,2.83,-0.053,-0.022,2,2,-1
19.07999999999977,2.024,0.526,1.637,-0.783,0.533,1.712,2.806,-0.007,-0.076,2.84,-0.045,-0.023,3,3,-1
19.11999999999977,2.016,0.523,1.636,-0.789,0.53,1.712,2.805,-0.007,-0.076,2.84,-0.045,-0.023,4,4,-1
19.15999999999977,1.994,0.517,1.632,-0.805,0.526,1.71,2.799,-0.008,-0.078,2.86,-0.039,-0.023,5,1,-1
19.19999999999977,1.979,0.513,1.63,-0.812,0.523,1.709,2.791,-0.009,-0.079,2.881,-0.037,-0.026,3,2,-1
19.239999999999768,1.942,0.505,1.624,-0.828,0.519,1.703,2.77,-0.013,-0.08,2.859,-0.034,-0.026,3,2,-1
19.279999999999767,1.926,0.502,1.622,-0.836,0.516,1.7,2.762,-0.014,-0.079,2.841,-0.035,-0.03,3,1,0
19.319999999999766,1.914,0.499,1.62,-0.841,0.514,1.698,2.755,-0.015,-0.078,2.851,-0.035,-0.03,-1,1,-1
19.359999999999765,1.889,0.494,1.616,-0.85,0.512,1.695,2.738,-0.018,-0.079,2.853,-0.037,-0.029,1,1,-1
19.399999999999764,1.869,0.489,1.613,-0.86,0.51,1.69,2.729,-0.02,-0.077,2.819,-0.041,-0.024,1,1,-1
19.439999999999763,1.856,0.487,1.611,-0.866,0.508,1.687,2.722,-0.022,-0.076,2.813,-0.037,-0.02,-1,-1,0
19.479999999999762,1.84,0.483,1.609,-0.873,0.506,1.682,2.713,-0.023,-0.073,2.846,-0.037,-0.017,-2,-1,0
19.51999999999976,1.83,0.481,1.608,-0.88,0.506,1.679,2.71,-0.025,-0.071,2.886,-0.036,-0.015,1,-1,0
19.55999999999976,1.815,0.477,1.606,-0.886,0.504,1.676,2.701,-0.027,-0.07,2.874,-0.04,-0.016,2,-1,0
19.59999999999976,1.809,0.476,1.605,-0.892,0.504,1.674,2.701,-0.028,-0.068,2.874,-0.04,-0.016,-1,-1,0
19.63999999999976,1.797,0.473,1.603,-0.901,0.502,1.671,2.698,-0.029,-0.068,2.834,-0.047,-0.013,-2,1,0
19.679999999999758,1.787,0.471,1.594,-0.91,0.499,1.67,2.697,-0.028,-0.075,2.849,-0.048,-0.012,1,-1,0
19.719999999999757,1.78,0.47,1.579,-0.916,0.497,1.669,2.696,-0.027,-0.09,2.797,-0.054,-0.01,-1,-1,0
19.759999999999756,1.772,0.468,1.552,-0.924,0.493,1.669,2.697,-0.025,-0.116,2.791,-0.057,-0.011,-2,-1,0
19.799999999999756,1.767,0.466,1.539,-0.933,0.491,1.669,2.7,-0.025,-0.13,2.874,-0.073,-0.012,-3,-1,0
19.839999999999755,1.762,0.464,1.534,-0.943,0.488,1.67,2.705,-0.024,-0.136,2.891,-0.082,-0.02,1,-1,-1
19.879999999999754,1.76,0.464,1.533,-0.947,0.487,1.671,2.707,-0.023,-0.137,2.918,-0.094,-0.046,2,-1,-1
19.919999999999753,1.757,0.462,1.533,-0.957,0.486,1.671,2.715,-0.024,-0.138,2.853,-0.093,-0.059,1,-2,-2
19.959999999999752,1.755,0.461,1.535,-0.966,0.483,1.671,2.721,-0.022,-0.137,2.851,-0.092,-0.078,2,-2,-2
19.99999999999975,1.753,0.46,1.535,-0.972,0.481,1.67,2.725,-0.021,-0.135,2.835,-0.087,-0.089,-1,-1,-2
20.03999999999975,1.752,0.459,1.535,-0.98,0.478,1.669,2.732,-0.019,-0.133,2.835,-0.087,-0.089,-1,-1,-3
20.07999999999975,1.751,0.459,1.533,-0.989,0.476,1.667,2.74,-0.017,-0.134,2.755,-0.071,-0.092,-3,-1,-2
20.11999999999975,1.751,0.459,1.515,-0.997,0.471,1.664,2.748,-0.012,-0.149,2.861,-0.068,-0.09,2,-1,-2
20.159999999999748,1.751,0.459,1.477,-1.006,0.467,1.662,2.757,-0.008,-0.185,2.891,-0.066,-0.088,1,1,-2
20.199999999999747,1.751,0.459,1.454,-1.01,0.465,1.662,2.761,-0.006,-0.207,2.913,-0.067,-0.088,2,-1,-3
20.239999999999746,1.752,0.459,1.403,-1.018,0.461,1.662,2.77,-0.002,-0.259,2.905,-0.065,-0.086,1,1,-3
20.279999999999745,1.754,0.46,1.366,-1.022,0.457,1.661,2.776,0.002,-0.295,2.927,-0.065,-0.091,1,1,-3
20.319999999999744,1.755,0.46,1.326,-1.028,0.455,1.659,2.784,0.005,-0.333,2.959,-0.075,-0.098,3,1,-3
20.359999999999744,1.758,0.459,1.265,-1.036,0.451,1.656,2.794,0.009,-0.391,2.894,-0.078,-0.107,1,1,-3
20.399999999999743,1.764,0.459,1.16,-1.049,0.443,1.651,2.813,0.016,-0.49,2.525,-0.118,-0.175,-3,-1,-4
20.439999999999742,1.767,0.459,1.118,-1.054,0.44,1.648,2.821,0.019,-0.53,2.591,-0.136,-0.208,-10,-1,-5
20.47999999999974,1.769,0.459,1.075,-1.059,0.436,1.645,2.829,0.022,-0.57,2.591,-0.136,-0.208,-9,-1,-6
20.51999999999974,1.773,0.459,1.011,-1.067,0.432,1.639,2.84,0.027,-0.628,2.772,-0.162,-0.297,-3,-3,-10
20.55999999999974,1.776,0.46,0.968,-1.072,0.429,1.634,2.847,0.031,-0.666,2.702,-0.167,-0.384,-4,-3,-10
20.59999999999974,1.778,0.461,0.925,-1.076,0.427,1.628,2.854,0.034,-0.703,2.702,-0.167,-0.384,-6,-3,-11
20.639999999999738,1.781,0.462,0.859,-1.085,0.421,1.61,2.866,0.04,-0.75,2.702,-0.167,-0.384,-6,-4,-11
20.679999999999737,1.783,0.463,0.816,-1.092,0.42,1.597,2.875,0.043,-0.781,2.775,-0.137,-0.541,-6,-3,-11
20.719999999999736,1.786,0.464,0.751,-1.099,0.414,1.576,2.886,0.05,-0.826,2.781,-0.114,-0.608,-3,-2,-15
20.759999999999735,1.788,0.466,0.707,-1.107,0.412,1.562,2.895,0.054,-0.855,2.781,-0.114,-0.608,-2,-1,-15
20.799999999999734,1.791,0.468,0.642,-1.117,0.407,1.538,2.908,0.061,-0.896,2.781,-0.114,-0.608,-1,-1,-15
20.839999999999733,1.793,0.469,0.598,-1.123,0.402,1.52,2.916,0.067,-0.922,2.813,-0.066,-0.733,-1,-1,-15
20.879999999999733,1.795,0.471,0.555,-1.131,0.399,1.5,2.926,0.072,-0.945,2.796,-0.045,-0.748,-1,1,-17
20.91999999999973,1.798,0.473,0.481,-1.144,0.392,1.462,2.942,0.082,-0.981,2.64,-0.032,-0.793,-1,2,-17
20.95999999999973,1.799,0.474,0.449,-1.151,0.389,1.444,2.95,0.085,-0.995,2.64,-0.032,-0.793,-6,3,-17
20.99999999999973,1.801,0.477,0.376,-1.165,0.381,1.401,2.965,0.096,-1.025,2.677,-0.017,-0.863,-6,3,-17
21.03999999999973,1.802,0.478,0.335,-1.173,0.378,1.375,2.974,0.101,-1.04,2.745,-0.004,-0.901,-10,4,-28
21.07999999999973,1.802,0.48,0.293,-1.181,0.374,1.347,2.984,0.106,-1.054,2.851,-0.003,-0.954,-7,6,-27
21.119999999999727,1.804,0.483,0.22,-1.196,0.368,1.298,3.0,0.115,-1.078,2.909,0.014,-0.996,6,5,-23
21.159999999999727,1.804,0.485,0.179,-1.205,0.365,1.27,3.009,0.12,-1.09,2.909,0.014,-0.996,6,6,-28
21.199999999999726,1.805,0.489,0.111,-1.22,0.359,1.214,3.025,0.13,-1.103,2.987,0.022,-1.056,8,4,-23
21.239999999999725,1.807,0.49,0.116,-1.227,0.358,1.188,3.035,0.133,-1.072,2.98,0.026,-1.06,9,5,-23
21.279999999999724,1.81,0.49,0.148,-1.243,0.353,1.127,3.052,0.137,-0.979,2.978,0.034,-1.073,9,4,-23
21.319999999999723,1.812,0.49,0.159,-1.252,0.352,1.092,3.063,0.139,-0.932,-3.065,-0.041,1.112,8,3,-23
21.359999999999722,1.812,0.491,0.161,-1.254,0.352,1.082,3.066,0.139,-0.921,-3.065,-0.041,1.112,8,3,-23
21.39999999999972,1.816,0.49,0.155,-1.264,0.348,1.04,3.08,0.142,-0.885,-3.121,-0.052,1.134,-30,1,32
21.43999999999972,1.821,0.491,0.119,-1.277,0.346,0.981,3.097,0.145,-0.862,-3.107,-0.056,1.133,-30,-1,32
21.47999999999972,1.824,0.492,0.11,-1.283,0.345,0.951,3.107,0.147,-0.84,3.046,0.057,-1.047,-30,-1,32
21.51999999999972,1.831,0.489,0.122,-1.29,0.343,0.921,3.121,0.146,-0.799,3.101,0.07,-0.968,9,4,-23
21.559999999999718,1.839,0.489,0.109,-1.3,0.34,0.902,3.139,0.148,-0.793,3.132,0.082,-0.902,11,4,-23
21.599999999999717,1.838,0.487,0.112,-1.309,0.338,0.899,3.147,0.149,-0.787,3.257,0.087,-0.916,11,6,-23
21.639999999999716,1.837,0.486,0.11,-1.318,0.336,0.899,3.155,0.15,-0.788,3.257,0.087,-0.916,14,6,-23
21.679999999999715,1.838,0.486,0.111,-1.336,0.332,0.885,3.174,0.154,-0.774,3.113,0.083,-0.865,13,5,-23
21.719999999999715,1.838,0.487,0.11,-1.346,0.331,0.867,3.184,0.156,-0.757,3.031,0.092,-0.773,15,9,-27
21.759999999999714,1.838,0.486,0.111,-1.357,0.331,0.844,3.194,0.155,-0.734,3.088,0.101,-0.783,13,10,-27
21.799999999999713,1.838,0.486,0.111,-1.378,0.331,0.788,3.216,0.155,-0.677,3.108,0.104,-0.789,15,7,-26
21.839999999999712,1.838,0.486,0.111,-1.388,0.332,0.763,3.226,0.154,-0.652,3.037,0.103,-0.765,10,4,-16
21.87999999999971,1.838,0.486,0.111,-1.398,0.333,0.726,3.236,0.153,-0.615,3.148,0.126,-0.744,10,3,-16
21.91999999999971,1.838,0.486,0.111,-1.406,0.336,0.697,3.243,0.15,-0.586,3.148,0.126,-0.744,11,3,-16
21.95999999999971,1.838,0.486,0.111,-1.412,0.34,0.663,3.25,0.147,-0.552,3.162,0.14,-0.643,10,3,-15
21.99999999999971,1.838,0.486,0.111,-1.416,0.343,0.625,3.254,0.143,-0.515,3.19,0.143,-0.628,9,2,-15
22.039999999999708,1.838,0.486,0.111,-1.418,0.349,0.584,3.256,0.138,-0.473,3.183,0.133,-0.601,8,2,-14
22.079999999999707,1.838,0.487,0.11,-1.418,0.353,0.56,3.256,0.133,-0.449,3.182,0.104,-0.518,8,2,-13
22.119999999999706,1.838,0.487,0.111,-1.415,0.358,0.537,3.253,0.129,-0.427,3.182,0.104,-0.518,7,-1,-13
22.159999999999705,1.837,0.487,0.11,-1.413,0.362,0.529,3.25,0.125,-0.418,3.217,0.094,-0.485,6,1,-13
22.199999999999704,1.837,0.486,0.11,-1.407,0.366,0.523,3.244,0.12,-0.413,3.265,0.082,-0.432,5,1,-14
22.239999999999704,1.838,0.487,0.11,-1.403,0.371,0.519,3.24,0.116,-0.409,3.333,0.079,-0.423,7,-1,-13
22.279999999999703,1.838,0.487,0.11,-1.397,0.373,0.518,3.235,0.113,-0.407,3.34,0.086,-0.41,8,-1,-12
22.319999999999702,1.838,0.487,0.11,-1.39,0.379,0.514,3.227,0.107,-0.404,3.336,0.088,-0.4,7,-1,-12
22.3599999999997,1.838,0.487,0.111,-1.382,0.385,0.511,3.22,0.102,-0.401,3.275,0.094,-0.38,7,-1,-12
22.3999999999997,1.837,0.486,0.11,-1.367,0.395,0.506,3.204,0.091,-0.396,3.168,0.104,-0.362,2,-1,-12
22.4399999999997,1.838,0.487,0.111,-1.36,0.399,0.505,3.198,0.087,-0.394,3.168,0.104,-0.362,1,-2,-12
22.4799999999997,1.838,0.487,0.11,-1.344,0.407,0.503,3.182,0.079,-0.392,3.189,0.12,-0.36,-1,1,-12
22.519999999999698,1.838,0.486,0.111,-1.338,0.411,0.502,3.176,0.076,-0.391,3.191,0.123,-0.358,-1,1,-12
22.559999999999697,1.838,0.486,0.11,-1.325,0.416,0.501,3.162,0.07,-0.391,3.202,0.125,-0.359,-1,1,-12
22.599999999999696,1.838,0.487,0.11,-1.315,0.421,0.5,3.153,0.065,-0.39,3.177,0.126,-0.352,-2,-1,-12
22.639999999999695,1.838,0.487,0.11,-1.303,0.428,0.5,3.141,0.059,-0.389,3.145,0.127,-0.348,-1,1,-12
22.679999999999694,1.838,0.487,0.111,-1.289,0.435,0.499,3.127,0.052,-0.389,3.141,0.127,-0.348,-3,1,-12
22.719999999999693,1.838,0.487,0.11,-1.282,0.439,0.499,3.119,0.048,-0.389,3.136,0.127,-0.347,-3,1,-12
22.759999999999692,1.838,0.487,0.11,-1.27,0.445,0.499,3.108,0.042,-0.389,3.109,0.128,-0.345,-4,1,-12
22.79999999999969,1.838,0.487,0.111,-1.257,0.452,0.5,3.095,0.035,-0.389,3.076,0.131,-0.342,-5,1,-12
22.83999999999969,1.838,0.487,0.11,-1.251,0.456,0.5,3.088,0.03,-0.389,3.066,0.135,-0.344,-4,1,-12
22.87999999999969,1.838,0.487,0.111,-1.241,0.464,0.5,3.078,0.023,-0.389,3.043,0.137,-0.343,-5,1,-12
22.91999999999969,1.838,0.487,0.111,-1.239,0.464,0.5,3.077,0.022,-0.389,3.043,0.137,-0.343,-5,1,-12
22.959999999999688,1.837,0.487,0.111,-1.227,0.473,0.501,3.064,0.014,-0.39,3.035,0.132,-0.343,-6,1,-12
22.999999999999687,1.838,0.487,0.111,-1.222,0.477,0.501,3.059,0.009,-0.391,2.995,0.126,-0.339,-5,1,-12
23.039999999999687,1.838,0.487,0.111,-1.213,0.485,0.502,3.05,0.002,-0.392,3.026,0.113,-0.345,-5,-1,-12
23.079999999999686,1.838,0.487,0.11,-1.203,0.495,0.504,3.041,-0.008,-0.393,3.075,0.097,-0.358,-2,-1,-12
23.119999999999685,1.838,0.486,0.11,-1.198,0.5,0.504,3.036,-0.013,-0.394,3.05,0.085,-0.353,-3,-1,-12
23.159999999999684,1.838,0.487,0.111,-1.193,0.51,0.505,3.03,-0.023,-0.394,3.073,0.08,-0.356,1,-2,-12
23.199999999999683,1.838,0.486,0.111,-1.191,0.512,0.505,3.029,-0.025,-0.394,3.052,0.073,-0.356,1,-2,-12
23.239999999999682,1.838,0.487,0.111,-1.189,0.518,0.505,3.027,-0.031,-0.395,3.054,0.071,-0.358,-2,-1,-12
23.27999999999968,1.837,0.487,0.11,-1.185,0.525,0.506,3.023,-0.038,-0.396,3.048,0.072,-0.358,-1,-2,-12
23.31999999999968,1.838,0.486,0.111,-1.183,0.529,0.507,3.021,-0.043,-0.396,3.024,0.076,-0.357,-1,-1,-12
23.35999999999968,1.837,0.487,0.111,-1.18,0.535,0.509,3.018,-0.048,-0.398,3.024,0.076,-0.357,-1,1,-12
23.39999999999968,1.838,0.487,0.111,-1.178,0.539,0.509,3.016,-0.052,-0.399,2.97,0.084,-0.361,-1,-1,-12
23.439999999999678,1.838,0.486,0.111,-1.176,0.544,0.51,3.014,-0.057,-0.399,2.94,0.088,-0.358,-1,-1,-12
23.479999999999677,1.838,0.486,0.111,-1.175,0.547,0.51,3.013,-0.061,-0.4,2.931,0.089,-0.358,-3,-1,-12
23.519999999999676,1.838,0.487,0.111,-1.174,0.552,0.511,3.011,-0.065,-0.401,2.933,0.087,-0.36,-4,-1,-12
23.559999999999675,1.838,0.487,0.11,-1.171,0.556,0.512,3.009,-0.07,-0.402,2.95,0.086,-0.363,-3,1,-12
23.599999999999675,1.837,0.487,0.11,-1.171,0.559,0.513,3.008,-0.073,-0.402,2.95,0.085,-0.364,-3,1,-12
23.639999999999674,1.838,0.487,0.11,-1.17,0.563,0.512,3.008,-0.076,-0.402,2.949,0.082,-0.365,-3,1,-12
23.679999999999673,1.838,0.487,0.111,-1.169,0.567,0.514,3.007,-0.08,-0.403,2.961,0.084,-0.366,-2,1,-12
23.719999999999672,1.838,0.487,0.111,-1.17,0.572,0.514,3.007,-0.086,-0.403,2.951,0.074,-0.367,-3,1,-12
23.75999999999967,1.838,0.487,0.111,-1.17,0.581,0.514,3.007,-0.094,-0.403,2.935,0.066,-0.367,-1,-1,-12
23.79999999999967,1.838,0.487,0.111,-1.171,0.583,0.514,3.009,-0.097,-0.404,2.915,0.05,-0.363,-2,-1,-12
23.83999999999967,1.837,0.487,0.111,-1.171,0.59,0.514,3.009,-0.104,-0.404,2.945,0.04,-0.368,-2,-1,-12
23.87999999999967,1.838,0.487,0.111,-1.173,0.593,0.514,3.01,-0.106,-0.404,2.945,0.04,-0.368,-1,-2,-12
23.919999999999668,1.838,0.487,0.111,-1.174,0.6,0.514,3.012,-0.113,-0.404,2.948,0.017,-0.367,-1,-3,-12
23.959999999999667,1.838,0.487,0.111,-1.176,0.605,0.515,3.014,-0.119,-0.404,2.937,-0.003,-0.365,-1,-3,-12
23.999999999999666,1.838,0.487,0.111,-1.178,0.609,0.514,3.015,-0.122,-0.404,2.973,-0.027,-0.367,-1,-4,-12
24.039999999999665,1.838,0.487,0.11,-1.181,0.616,0.513,3.018,-0.129,-0.403,2.944,-0.045,-0.367,1,-6,-12
